Name	Platform	Year_of_Release	Genre	Publisher	Developer	Rating
Harry Potter and the Chamber of Secrets	PS2	2002.0	Action	Electronic Arts		E
God of War Collection	PS3	2009.0	Action	Sony Computer Entertainment		M
NBA Live 2005	PS2	2004.0	Sports	Electronic Arts		E
Mario Strikers Charged	Wii	2007.0	Sports	Nintendo		E10+
FIFA Soccer 09	PS3	2008.0	Sports	Electronic Arts		E
Style Savvy	DS	2008.0	Simulation	Nintendo		E
WWE SmackDown vs. RAW 2007	PS2	2006.0	Fighting	THQ		T
LEGO Star Wars: The Complete Saga	X360	2007.0	Action	LucasArts		E10+
Madden NFL 08	PS2	2007.0	Sports	Electronic Arts		E
Monster Hunter Freedom 2	PSP	2007.0	Role-Playing	Capcom		T
Sonic Adventure 2 Battle	GC	2001.0	Platform	Sega		E
Madden NFL 13	PS3	2012.0	Sports	Electronic Arts		E
Dragon Age: Origins	X360	2009.0	Role-Playing	Electronic Arts		M
Pokémon Colosseum	GC	2003.0	Role-Playing	Nintendo		E
LittleBigPlanet	PSP	2009.0	Platform	Sony Computer Entertainment		E10+
Madden NFL 09	X360	2008.0	Sports	Electronic Arts		E
Crazy Taxi	PS2	2001.0	Racing	Acclaim Entertainment		T
Art Academy	DS	2010.0	Misc	Nintendo		E
NBA 2K14	X360	2013.0	Sports	Take-Two Interactive		E
Skylanders Giants	Wii	2012.0	Action	Activision		E10+
Deca Sports	Wii	2008.0	Sports	Konami Digital Entertainment		E
Marvel: Ultimate Alliance	X360	2006.0	Role-Playing	Activision		T
Mortal Kombat: Deadly Alliance	PS2	2002.0	Fighting	Midway Games		M
Game Party	Wii	2007.0	Misc	Midway Games		E
Bloodborne	PS4	2015.0	Action	Sony Computer Entertainment		M
Mario Party 4	GC	2002.0	Misc	Nintendo		E
Pure	X360	2008.0	Racing	Disney Interactive Studios		E
NBA 2K13	PS3	2012.0	Sports	Take-Two Interactive		E
Saints Row: The Third	PS3	2011.0	Action	THQ		M
Resistance 2	PS3	2008.0	Shooter	Sony Computer Entertainment		M
NBA 2K15	PS4	2014.0	Sports	Take-Two Interactive		E
Final Fantasy Tactics	PS	1997.0	Role-Playing	SquareSoft		T
Midnight Club: Los Angeles	PS3	2008.0	Racing	Take-Two Interactive		T
The Sims: Bustin' Out	PS2	2003.0	Simulation	Electronic Arts		T
LEGO Harry Potter: Years 1-4	Wii	2010.0	Action	Warner Bros. Interactive Entertainment		E10+
Call of Duty: Infinite Warfare	XOne	2016.0	Shooter	Activision		M
Madden NFL 16	XOne	2015.0	Sports	Electronic Arts		E
Tom Clancy's Rainbow Six: Vegas 2	X360	2008.0	Shooter	Ubisoft		M
Need for Speed Carbon: Own the City	PSP	2006.0	Racing	Electronic Arts		E10+
Dragon Ball Z: Budokai 2	PS2	2003.0	Fighting	Atari		T
pro evolution soccer 2011	PS3	2010.0	Sports	Konami Digital Entertainment		E
ATV Offroad Fury	PS2	2001.0	Racing	Sony Computer Entertainment		E
Need for Speed: ProStreet	PS2	2007.0	Racing	Electronic Arts		E10+
Halo: Combat Evolved Anniversary	X360	2011.0	Shooter	Microsoft Game Studios		M
Guitar Hero	PS2	2005.0	Misc	RedOctane		T
Madden NFL 11	PS3	2010.0	Sports	Electronic Arts		E
Dead Island	X360	2011.0	Action	Deep Silver		M
Half-Life 2	PC	2004.0	Shooter	Vivendi Games		M
The Incredibles	PS2	2004.0	Action	THQ		T
Madden NFL 08	X360	2007.0	Sports	Electronic Arts		E
Tony Hawk's Underground 2	PS2	2004.0	Sports	Activision		T
Zumba Fitness	X360	2010.0	Sports	505 Games		E
Madden NFL 10	PS3	2009.0	Sports	Electronic Arts		E
Midnight Club: Los Angeles	X360	2008.0	Racing	Take-Two Interactive		T
Kinect: Disneyland Adventures	X360	2011.0	Misc	Microsoft Game Studios		E10+
WWE SmackDown vs Raw 2008	PS2	2007.0	Fighting	THQ		T
The Legend of Zelda: Majora's Mask 3D	3DS	2015.0	Action	Nintendo		E10+
Resident Evil - Code: Veronica X	PS2	2001.0	Action	Capcom		M
NBA 2K16	XOne	2015.0	Sports	Take-Two Interactive		E10+
Kinect Sports: Season Two	X360	2011.0	Sports	Microsoft Game Studios		E
James Bond 007: Everything or Nothing	PS2	2004.0	Shooter	Electronic Arts		T
Need For Speed: High Stakes	PS	1999.0	Racing	Electronic Arts		E
Guild Wars 2	PC	2012.0	Action	NCSoft		T
Paper Mario: Sticker Star	3DS	2012.0	Role-Playing	Nintendo		E
Batman: Arkham Origins	PS3	2013.0	Action	Warner Bros. Interactive Entertainment		T
LEGO Star Wars: The Complete Saga	PS3	2007.0	Action	LucasArts		E10+
Need for Speed Underground 2	XB	2004.0	Racing	Electronic Arts		E
Pro Evolution Soccer 2010	PS3	2009.0	Sports	Konami Digital Entertainment		E
FIFA Soccer 09	PS2	2008.0	Sports	Electronic Arts		E
LEGO Harry Potter: Years 1-4	DS	2010.0	Action	Warner Bros. Interactive Entertainment		E10+
The Sims 3	X360	2010.0	Simulation	Electronic Arts		T
Pokemon Ranger: Shadows of Almia	DS	2008.0	Role-Playing	Nintendo		E
Dead Island	PS3	2011.0	Action	Deep Silver		M
Kirby: Nightmare in Dream Land	GBA	2002.0	Platform	Nintendo		E
Wario Land 4	GBA	2001.0	Platform	Nintendo		E
Sonic's Ultimate Genesis Collection	PS3	2009.0	Misc	Sega		E10+
Far Cry: Primal	PS4	2016.0	Action	Ubisoft		M
Battlefield 1	XOne	2016.0	Shooter	Electronic Arts		M
Onimusha 2: Samurai's Destiny	PS2	2002.0	Adventure	Capcom		M
Paper Mario: The Thousand-Year Door	GC	2004.0	Role-Playing	Nintendo		E
Madden NFL 12	PS3	2011.0	Sports	Electronic Arts		E
God of War: Ascension	PS3	2013.0	Action	Sony Computer Entertainment		M
Guitar Hero III: Legends of Rock	PS3	2007.0	Misc	Activision		T
Sonic Advance	GBA	2001.0	Platform	Sega		E
Super Monkey Ball: Banana Blitz	Wii	2006.0	Misc	Sega		E
New Super Luigi U	WiiU	2013.0	Platform	Nintendo		E
Spyro: Season of Ice	GBA	2001.0	Platform	Vivendi Games		E
Dissidia: Final Fantasy	PSP	2008.0	Fighting	Square Enix		T
Madden NFL 25	X360	2013.0	Sports	Electronic Arts		E
Borderlands 2	PS3	2012.0	Shooter	Take-Two Interactive		M
Prince of Persia: The Sands of Time	PS2	2003.0	Action	Ubisoft		T
Monster Hunter Tri	Wii	2009.0	Role-Playing	Nintendo		T
LEGO Marvel Super Heroes	X360	2013.0	Action	Warner Bros. Interactive Entertainment		E10+
Tom Clancy's Rainbow Six: Siege	PS4	2015.0	Shooter	Ubisoft		M
Star Wars: The Force Unleashed	PS3	2008.0	Action	LucasArts		T
Guitar Hero II	X360	2007.0	Misc	Activision		T
Forza Motorsport 5	XOne	2013.0	Racing	Microsoft Game Studios		E
Rock Band 2	X360	2008.0	Misc	Electronic Arts		T
Need for Speed: Hot Pursuit	X360	2010.0	Racing	Electronic Arts		E10+
LEGO Indiana Jones: The Original Adventures	DS	2008.0	Action	Activision		E
BioShock 2	X360	2010.0	Shooter	Take-Two Interactive		M
Star Wars: Knights of the Old Republic	XB	2003.0	Role-Playing	Activision		T
Madden NFL 15	PS4	2014.0	Sports	Electronic Arts		E
Pro Evolution Soccer 2012	PS3	2011.0	Action	Konami Digital Entertainment		E
Saints Row	X360	2006.0	Action	THQ		M
ATV Offroad Fury 2	PS2	2002.0	Racing	THQ		E
FIFA 15	XOne	2014.0	Sports	Electronic Arts		E
Tom Clancy's The Division	XOne	2016.0	Shooter	Ubisoft		M
Final Fantasy XIII	X360	2010.0	Role-Playing	Square Enix		T
The Sims: House Party	PC	2001.0	Simulation	Electronic Arts		T
Scribblenauts	DS	2009.0	Puzzle	Warner Bros. Interactive Entertainment		E10+
Sonic Unleashed	Wii	2008.0	Platform	Sega		E10+
Pokemon Ranger	DS	2006.0	Role-Playing	Nintendo		E
Overwatch	PS4	2016.0	Shooter	Activision		T
Hitman: Absolution	PS3	2012.0	Action	Square Enix		M
Call of Duty: Roads to Victory	PSP	2007.0	Shooter	Activision		T
Dance Dance Revolution Extreme	PS2	2004.0	Simulation	Konami Digital Entertainment		E
Final Fantasy Tactics Advance	GBA	2003.0	Role-Playing	SquareSoft		E
Your Shape featuring Jenny McCarthy	Wii	2009.0	Sports	Ubisoft		E
Project Gotham Racing	XB	2001.0	Racing	Microsoft Game Studios		E
NBA 2K12	PS3	2011.0	Sports	Take-Two Interactive		E
Need for Speed: Hot Pursuit 2	PS2	2002.0	Racing	Electronic Arts		E
Dynasty Warriors 4	PS2	2003.0	Action	Tecmo Koei		T
NBA 2K14	PS3	2013.0	Sports	Take-Two Interactive		E
Parasite Eve	PS	1998.0	Role-Playing	SquareSoft		M
Tetris DS	DS	2006.0	Puzzle	Nintendo		E
Battlefield: Hardline	PS4	2015.0	Shooter	Electronic Arts		M
Mortal Kombat	X360	2011.0	Fighting	Warner Bros. Interactive Entertainment		M
Borderlands	PS3	2009.0	Shooter	Take-Two Interactive		M
Devil May Cry 3: Dante's Awakening	PS2	2005.0	Action	Capcom		M
NBA 2K11	X360	2010.0	Action	Take-Two Interactive		E
Dying Light	PS4	2015.0	Action	Warner Bros. Interactive Entertainment		M
Dead Rising	X360	2006.0	Action	Capcom		M
World of Warcraft: Cataclysm	PC	2010.0	Role-Playing	Activision		T
Tetris Worlds	PS2	2002.0	Puzzle	THQ		E
Final Fantasy III	DS	2006.0	Role-Playing	Square Enix		E10+
Mario Party 5	GC	2003.0	Misc	Nintendo		E
Portal 2	X360	2011.0	Shooter	Valve Software		E10+
Mario Sports Mix	Wii	2010.0	Sports	Nintendo		E
Need for Speed: Most Wanted 5-1-0	PSP	2005.0	Racing	Electronic Arts		E10+
The Sims 2: Pets	DS	2006.0	Simulation	Electronic Arts		E
Dance Dance Revolution: Hottest Party	Wii	2007.0	Simulation	Konami Digital Entertainment		E10+
DriveClub	PS4	2014.0	Racing	Sony Computer Entertainment		E
UFC 2009 Undisputed	X360	2009.0	Fighting	THQ		T
Metal Gear Solid: Peace Walker	PSP	2010.0	Action	Konami Digital Entertainment		T
Kingdom Hearts: Birth by Sleep	PSP	2010.0	Role-Playing	Square Enix		E10+
SoulCalibur II	PS2	2003.0	Fighting	Namco Bandai Games		T
Need for Speed: ProStreet	X360	2007.0	Racing	Electronic Arts		E10+
Sonic Mega Collection	GC	2002.0	Misc	Infogrames		E
Need For Speed: Undercover	PS3	2008.0	Racing	Electronic Arts		T
SOCOM: U.S. Navy SEALs: Combined Assault	PS2	2006.0	Shooter	Sony Computer Entertainment		T
Peter Jackson's King Kong: The Official Game of the Movie	PS2	2005.0	Action	Ubisoft		T
Need for Speed: ProStreet	PS3	2007.0	Racing	Electronic Arts		E10+
Donkey Kong Country	GBA	2003.0	Platform	Nintendo		E
Dance Central 2	X360	2011.0	Misc	Microsoft Game Studios		T
Carnival Games	DS	2008.0	Misc	Take-Two Interactive		E
NBA Live 2004	PS2	2003.0	Sports	Electronic Arts		E
Call of Duty 2	X360	2005.0	Shooter	Activision		T
Rayman Raving Rabbids: TV Party	Wii	2008.0	Misc	Ubisoft		E10+
Pokémon Mystery Dungeon: Blue Rescue Team	DS	2005.0	Role-Playing	Nintendo		E
Dark Souls	PS3	2011.0	Role-Playing	Namco Bandai Games		M
Just Dance 3	X360	2011.0	Misc	Ubisoft		E10+
Battlefield 4	XOne	2013.0	Shooter	Electronic Arts		M
Fire Emblem: Awakening	3DS	2012.0	Role-Playing	Nintendo		T
Need for Speed: The Run	PS3	2011.0	Action	Electronic Arts		T
Dragon Age: Inquisition	PS4	2014.0	Role-Playing	Electronic Arts		M
Dead Space	PS3	2008.0	Action	Electronic Arts		M
Mortal Kombat vs. DC Universe	PS3	2008.0	Fighting	Midway Games		T
TouchMaster	DS	2007.0	Puzzle	Midway Games		E10+
Tenchu: Stealth Assassins	PS	1997.0	Action	Activision		M
Harry Potter and the Chamber of Secrets	GBA	2002.0	Action	Electronic Arts		E
Kingdom Hearts 358/2 Days	DS	2009.0	Role-Playing	Square Enix		E10+
Skate 3	PS3	2010.0	Sports	Electronic Arts		T
Need for Speed Rivals	PS4	2013.0	Racing	Electronic Arts		E10+
Spyro: Enter the Dragonfly	PS2	2002.0	Platform	Universal Interactive		E
Devil May Cry 2	PS2	2003.0	Action	Capcom		M
Hot Shots Golf: Open Tee	PSP	2004.0	Sports	Sony Computer Entertainment		E10+
Forza Horizon	X360	2012.0	Racing	Microsoft Game Studios		T
Tom Clancy's Rainbow Six: Vegas	X360	2006.0	Shooter	Ubisoft		M
Crash Nitro Kart	PS2	2003.0	Racing	Vivendi Games		E
Resident Evil 6	X360	2012.0	Shooter	Capcom		M
Grand Theft Auto: San Andreas	XB	2005.0	Action	Take-Two Interactive		AO
NBA Street Vol. 2	PS2	2003.0	Sports	Electronic Arts		E
Def Jam Vendetta	PS2	2003.0	Fighting	Electronic Arts		T
Kirby Squeak Squad	DS	2006.0	Platform	Nintendo		E
Burnout Paradise	PS3	2008.0	Racing	Electronic Arts		E10+
The Sims 3	PS3	2010.0	Simulation	Electronic Arts		T
FIFA Soccer 09	X360	2008.0	Sports	Electronic Arts		E
Dragon Ball Z: Budokai 3	PS2	2004.0	Fighting	Atari		T
Call of Duty: World at War	Wii	2008.0	Shooter	Activision		M
Tom Clancy's Ghost Recon	PS2	2002.0	Shooter	Ubisoft		M
BioShock Infinite	X360	2013.0	Shooter	Take-Two Interactive		M
X-Men Legends	PS2	2004.0	Role-Playing	Activision		T
Mortal Kombat vs. DC Universe	X360	2008.0	Fighting	Midway Games		T
Destiny: The Taken King	PS4	2015.0	Shooter	Activision		T
Red Faction	PS2	2001.0	Shooter	THQ		M
The Sims: Makin' Magic	PC	2003.0	Simulation	Electronic Arts		T
Mario Party: Island Tour	3DS	2013.0	Misc	Nintendo		E
MX Unleashed	PS2	2004.0	Racing	THQ		E
PaRappa The Rapper	PS	1996.0	Misc	Sony Computer Entertainment		K-A
Guitar Hero: World Tour	PS3	2008.0	Misc	Activision		T
Need for Speed: Shift	X360	2009.0	Racing	Electronic Arts		E
Diablo III	PS3	2013.0	Role-Playing	Activision		M
LittleBigPlanet 3	PS4	2014.0	Platform	Sony Computer Entertainment		E
Star Wars Rogue Leader: Rogue Squadron II	GC	2001.0	Simulation	LucasArts		T
Mario Super Sluggers	Wii	2008.0	Sports	Nintendo		E
Monopoly	Wii	2008.0	Misc	Electronic Arts		E
Madden NFL 09	PS3	2008.0	Sports	Electronic Arts		E
Batman: Arkham Origins	X360	2013.0	Action	Warner Bros. Interactive Entertainment		T
Game Party 2	Wii	2008.0	Misc	Midway Games		E
Mortal Kombat: Deception	PS2	2004.0	Fighting	Midway Games		M
NBA 2K17	PS4	2016.0	Sports	Take-Two Interactive		E
Toy Story Mania!	Wii	2009.0	Misc	Disney Interactive Studios		E
Star Fox Adventures	GC	2002.0	Adventure	Nintendo		T
Madden NFL 25	PS3	2013.0	Sports	Electronic Arts		E
Dynasty Warriors 3	PS2	2001.0	Action	THQ		T
Madden NFL 06	XB	2005.0	Sports	Electronic Arts		E
Shrek 2	PS2	2004.0	Platform	Activision		E
The Legend of Dragoon	PS	1999.0	Role-Playing	Sony Computer Entertainment		T
Star Wars: The Force Unleashed	Wii	2008.0	Action	LucasArts		T
NBA Live 2002	PS2	2001.0	Sports	Electronic Arts		E
Just Cause 3	PS4	2015.0	Action	Square Enix		M
Chrono Cross	PS	1999.0	Role-Playing	SquareSoft		T
Jak 3	PS2	2004.0	Platform	Sony Computer Entertainment		T
Kingdom Hearts: Chain of Memories	GBA	2004.0	Role-Playing	Square Enix		E
Max Payne 3	PS3	2012.0	Shooter	Take-Two Interactive		M
LEGO Marvel Super Heroes	PS3	2013.0	Action	Warner Bros. Interactive Entertainment		E10+
Phineas and Ferb	DS	2009.0	Action	Disney Interactive Studios		E
NCAA Football 06	PS2	2005.0	Sports	Electronic Arts		E
Rayman Raving Rabbids 2	Wii	2007.0	Misc	Ubisoft		E10+
Kirby: Triple Deluxe	3DS	2014.0	Platform	Nintendo		E
Sonic Classic Collection	DS	2010.0	Platform	Sega		E
inFAMOUS 2	PS3	2011.0	Action	Sony Computer Entertainment		T
World of Warcraft: Mists of Pandaria	PC	2012.0	Role-Playing	Activision		T
Namco Museum	PS2	2001.0	Misc	Namco Bandai Games		E
The Sims: Hot Date	PC	2001.0	Simulation	Electronic Arts		T
Demon's Souls	PS3	2009.0	Role-Playing	Namco Bandai Games		M
The Orange Box	X360	2007.0	Shooter	Electronic Arts		M
DDRMAX2: Dance Dance Revolution	PS2	2003.0	Simulation	Konami Digital Entertainment		E
Virtua Fighter 4	PS2	2002.0	Fighting	Sega		T
Mafia III	PS4	2016.0	Action	Take-Two Interactive		M
Sly 2: Band of Thieves	PS2	2004.0	Platform	Sony Computer Entertainment		E
Sonic Advance 2	GBA	2002.0	Platform	Sega		E
Madden NFL 07	X360	2006.0	Sports	Electronic Arts		E
NBA 2K11	PS3	2010.0	Action	Take-Two Interactive		E
Forza Motorsport 6	XOne	2015.0	Racing	Microsoft Game Studios		E
The Evil Within	PS4	2014.0	Action	Bethesda Softworks		M
Metroid Prime 3: Corruption	Wii	2007.0	Shooter	Nintendo		T
Midnight Club II	PS2	2003.0	Racing	Take-Two Interactive		T
The Getaway: Black Monday	PS2	2004.0	Action	Sony Computer Entertainment		M
50 Cent: Bulletproof	PS2	2005.0	Action	Vivendi Games		M
Dead or Alive 3	XB	2001.0	Fighting	Microsoft Game Studios		T
Dragon Quest Monsters: Joker	DS	2006.0	Role-Playing	Square Enix		E10+
LEGO Star Wars III: The Clone Wars	Wii	2011.0	Action	LucasArts		E10+
UFC 2009 Undisputed	PS3	2009.0	Fighting	THQ		T
The SpongeBob SquarePants Movie	PS2	2004.0	Platform	THQ		E
Golden Sun	GBA	2001.0	Role-Playing	Nintendo		E
Def Jam: Fight for NY	PS2	2004.0	Fighting	Electronic Arts		M
Tom Clancy's Ghost Recon	XB	2002.0	Shooter	Ubisoft		M
State of Emergency	PS2	2002.0	Action	Take-Two Interactive		M
The Urbz: Sims in the City	PS2	2004.0	Simulation	Electronic Arts		T
Star Wars: Starfighter	PS2	2001.0	Simulation	Activision		T
Star Wars: Battlefront	XB	2004.0	Shooter	Activision		T
Madden NFL 17	PS4	2016.0	Sports	Electronic Arts		E
Just Cause 2	PS3	2010.0	Action	Square Enix		M
FIFA Soccer 08	PS3	2007.0	Sports	Electronic Arts		E
Crackdown	X360	2007.0	Shooter	Microsoft Game Studios		M
Wii Party U	WiiU	2013.0	Misc	Nintendo		E
Dance Dance Revolution X	PS2	2008.0	Simulation	Konami Digital Entertainment		E10+
Xenosaga Episode I: Der Wille zur Macht	PS2	2002.0	Role-Playing	Namco Bandai Games		T
Kinect Star Wars	X360	2012.0	Action	Microsoft Game Studios		T
Dragon's Dogma	PS3	2012.0	Role-Playing	Capcom		M
The Order: 1886	PS4	2015.0	Shooter	Sony Computer Entertainment		M
SSX Tricky	PS2	2001.0	Sports	Electronic Arts		E
Knack	PS4	2013.0	Platform	Sony Computer Entertainment Europe		E10+
Dragon Quest VI: Realms of Revelation	DS	2010.0	Role-Playing	Nintendo		T
Crash Bandicoot: The Huge Adventure	GBA	2002.0	Platform	Universal Interactive		E
Hitman: Absolution	X360	2012.0	Action	Square Enix		M
The Crew	PS4	2014.0	Racing	Ubisoft		T
NBA 2K15	XOne	2014.0	Sports	Take-Two Interactive		E
Madden NFL 2005	XB	2004.0	Sports	Electronic Arts		E
Star Ocean: Till The End of Time	PS2	2003.0	Role-Playing	Ubisoft		T
Call of Duty: Modern Warfare 3	PC	2011.0	Shooter	Activision		M
Dishonored	X360	2012.0	Action	Bethesda Softworks		M
The Beatles: Rock Band	Wii	2009.0	Misc	MTV Games		T
Ace Combat 5: The Unsung War	PS2	2004.0	Simulation	Sony Computer Entertainment Europe		T
Need for Speed Underground	XB	2003.0	Racing	Electronic Arts		E
Deal or No Deal	DS	2007.0	Misc	Mindscape		E
Portal 2	PS3	2011.0	Shooter	Valve		E10+
NCAA Football 07	PS2	2006.0	Sports	Electronic Arts		E
The Sims 3: Late Night Expansion Pack	PC	2010.0	Simulation	Electronic Arts		T
No Man's Sky	PS4	2016.0	Action	Hello Games		T
SOCOM 3: U.S. Navy SEALs	PS2	2005.0	Shooter	Sony Computer Entertainment		M
BioShock Infinite	PS3	2013.0	Shooter	Take-Two Interactive		M
Harry Potter and the Sorcerer's Stone	GBA	2001.0	Action	Electronic Arts		E
Dragon Ball Z: The Legacy of Goku	GBA	2002.0	Role-Playing	Infogrames		E
Resident Evil 4	GC	2005.0	Action	Capcom		M
Need For Speed: Undercover	X360	2008.0	Racing	Electronic Arts		T
Sonic Colors	Wii	2010.0	Platform	Sega		E
Saints Row 2	PS3	2008.0	Action	THQ		M
Sid Meier's Civilization V	PC	2010.0	Strategy	Take-Two Interactive		E10+
The Sims: Superstar	PC	2003.0	Simulation	Electronic Arts		T
Metroid Fusion	GBA	2002.0	Action	Nintendo		E
We Ski	Wii	2008.0	Sports	Namco Bandai Games		E
Star Wars Battlefront: Renegade Squadron	PSP	2007.0	Shooter	LucasArts		T
SSX 3	PS2	2003.0	Sports	Electronic Arts		E
Madden NFL 2001	PS	2000.0	Sports	Electronic Arts		E
Star Wars: Battlefront II	XB	2005.0	Shooter	Activision		T
Tony Hawk's Pro Skater 3	PS	2001.0	Sports	Activision		E
Dragon Age: Origins	PS3	2009.0	Role-Playing	Electronic Arts		M
Spy Hunter	PS2	2001.0	Racing	Midway Games		T
NCAA Football 2004	PS2	2003.0	Sports	Electronic Arts		E
Fight Night Round 3	PS3	2006.0	Fighting	Electronic Arts		T
StarCraft II: Heart of the Swarm	PC	2013.0	Strategy	Activision		T
SpongeBob SquarePants: Battle for Bikini Bottom	PS2	2003.0	Platform	THQ		E
Until Dawn	PS4	2015.0	Adventure	Sony Computer Entertainment Europe		M
Big Beach Sports	Wii	2008.0	Sports	THQ		E
SSX	PS2	2000.0	Sports	Electronic Arts		E
Shaun White Snowboarding: Road Trip	Wii	2008.0	Sports	Ubisoft		E10+
NBA Ballers	PS2	2004.0	Sports	Midway Games		E
Saints Row IV	X360	2013.0	Action	Deep Silver		M
NBA Live 2003	PS2	2002.0	Sports	Electronic Arts		E
LEGO Batman 2: DC Super Heroes	X360	2012.0	Action	Warner Bros. Interactive Entertainment		E10+
Dragon Ball Z: Budokai Tenkaichi	PS2	2005.0	Fighting	Atari		T
Dark Souls III	PS4	2016.0	Role-Playing	Namco Bandai Games		M
Kirby's Return to Dreamland	Wii	2011.0	Platform	Nintendo		E10+
Mario Party 6	GC	2004.0	Misc	Nintendo		E
Star Wars The Clone Wars: Lightsaber Duels	Wii	2008.0	Action	LucasArts		T
Need for Speed Carbon	X360	2006.0	Racing	Electronic Arts		E10+
Heavenly Sword	PS3	2007.0	Action	Sony Computer Entertainment		T
MySims	Wii	2007.0	Simulation	Electronic Arts		E
Army of Two	X360	2008.0	Shooter	Electronic Arts		M
Tiger Woods PGA Tour 2003	PS2	2002.0	Sports	Electronic Arts		E
Prince of Persia: Warrior Within	PS2	2004.0	Action	Ubisoft		M
Far Cry 4	XOne	2014.0	Shooter	Ubisoft		M
ESPN NFL 2K5	XB	2004.0	Sports	Sega		E
Beyond: Two Souls	PS3	2013.0	Adventure	Sony Computer Entertainment		M
Pikmin	GC	2001.0	Strategy	Nintendo		E
Tiger Woods PGA Tour 2004	PS2	2003.0	Sports	Electronic Arts		E
Ape Escape	PS	1999.0	Platform	Sony Computer Entertainment		E
NCAA Football 2005	PS2	2004.0	Sports	Electronic Arts		E
Max Payne 3	X360	2012.0	Shooter	Take-Two Interactive		M
Viva Pinata	X360	2006.0	Simulation	Microsoft Game Studios		E
Kinectimals	X360	2010.0	Simulation	Microsoft Game Studios		E
Kirby Air Ride	GC	2003.0	Racing	Nintendo		E
LEGO Marvel Super Heroes	PS4	2013.0	Action	Warner Bros. Interactive Entertainment		E10+
Dragon Quest IV: Chapters of the Chosen	DS	2007.0	Role-Playing	Square Enix		E10+
NFL Street 2	PS2	2004.0	Sports	Electronic Arts		E
Super Mario Strikers	GC	2005.0	Sports	Nintendo		E
Rage	X360	2011.0	Shooter	Bethesda Softworks		M
Mario Hoops 3 on 3	DS	2006.0	Sports	Nintendo		E
Just Cause 2	X360	2010.0	Action	Square Enix		M
